date,state,total_vaccinations,total_distributed,people_vaccinated,total_vaccinations_per_hundred,people_vaccinated_per_hundred,distributed_per_hundred,inpatient_beds_used_covid,total_adult_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid,previous_day_admission_adult_covid_confirmed_20-29,previous_day_admission_adult_covid_confirmed_30-39,previous_day_admission_adult_covid_confirmed_40-49,previous_day_admission_adult_covid_confirmed_50-59,previous_day_admission_adult_covid_confirmed_60-69,previous_day_admission_adult_covid_confirmed_70-79,previous_day_admission_adult_covid_confirmed_80+,deaths_covid
2021-08-12,Massachusetts,9253493.0,10158510.0,5079510.0,134.25,73.7,147.38,352,303,1,7,7,13,10,12,4,7,6
2021-08-12,New York State,23446958.0,25664325.0,12598228.0,120.53,64.76,131.93,2073,1565,29,27,44,36,38,49,45,32,17
2021-08-12,Florida,23345223.0,27644275.0,12967103.0,108.69,60.37,128.71,15959,15379,190,140,235,313,411,443,359,257,223
2021-08-12,Arizona,7253931.0,8795540.0,3962971.0,99.66,54.45,120.84,1680,1309,30,15,16,21,32,48,22,17,19
2021-08-12,Virgin Islands,88700.0,95700.0,48137.0,84.73,45.98,91.42,40,39,1,0,0,0,0,0,0,2,0
2021-08-12,Pennsylvania,14868761.0,16678835.0,8580951.0,116.14,67.03,130.28,1256,981,15,11,13,11,27,37,35,21,9
2021-08-12,Texas,28324847.0,34847795.0,15614051.0,97.69,53.85,120.18,12116,11255,264,123,185,242,336,309,217,124,128
2021-08-12,South Dakota,868447.0,1017985.0,478783.0,98.17,54.12,115.07,76,63,1,0,1,1,3,5,1,0,0
2021-08-12,Puerto Rico,4047486.0,4293790.0,2238536.0,126.73,70.09,134.45,357,275,16,0,6,5,4,4,3,0,8
2021-08-12,New Jersey,10582372.0,12341095.0,5995364.0,119.14,67.5,138.94,797,698,3,8,13,17,23,21,23,10,8
2021-08-12,Kansas,2772910.0,3360785.0,1600332.0,95.18,54.93,115.36,672,622,3,5,8,18,24,21,18,15,5
2021-08-12,Nebraska,1983371.0,2224530.0,1071326.0,102.53,55.38,115.0,258,230,5,2,7,3,5,7,6,5,2
2021-08-12,Wisconsin,6259140.0,6559925.0,3305359.0,107.5,56.77,112.67,669,633,2,7,9,10,19,20,16,17,2
2021-08-12,Mississippi,2265054.0,3040315.0,1269806.0,76.11,42.67,102.16,1641,1573,21,12,19,30,48,43,33,19,25
2021-08-12,Idaho,1397994.0,1793640.0,752539.0,78.23,42.11,100.37,338,330,3,3,4,3,10,13,5,5,3
2021-08-12,Connecticut,4667990.0,5053555.0,2541953.0,130.93,71.3,141.74,296,257,8,5,5,3,11,14,13,7,3
2021-08-12,Vermont,856595.0,957700.0,466518.0,137.28,74.76,153.48,26,26,0,0,1,0,1,0,0,1,0
2021-08-12,Indiana,6188855.0,7208940.0,3254735.0,91.93,48.35,107.08,1429,1140,17,10,28,29,29,37,43,28,8
2021-08-12,New Mexico,2536756.0,2509775.0,1406382.0,120.98,67.07,119.69,314,298,8,2,1,7,8,8,3,4,4
2021-08-12,South Carolina,4533845.0,5763525.0,2498363.0,88.06,48.52,111.94,1434,1380,20,13,22,31,40,38,32,24,21
2021-08-12,Michigan,9931532.0,12266270.0,5391275.0,99.45,53.98,122.82,858,764,13,4,12,11,23,32,19,13,11
2021-08-12,Washington,9160328.0,9919175.0,4970559.0,120.29,65.27,130.26,1204,960,12,8,13,16,19,15,35,11,13
2021-08-12,Virginia,9878495.0,11060925.0,5391776.0,115.73,63.17,129.59,1010,860,17,9,17,13,26,23,15,13,8
2021-08-13,Oklahoma,3588925.0,4357510.0,1988129.0,90.7,50.24,110.12,1493,1400,56,13,25,37,59,52,52,25,15
2021-08-13,Washington,9179672.0,9955495.0,4982696.0,120.55,65.43,130.74,1249,1018,21,12,8,15,22,17,25,8,22
2021-08-13,Michigan,9945106.0,12305440.0,5399563.0,99.58,54.07,123.22,907,798,15,9,9,14,26,20,24,20,7
2021-08-13,Indiana,6200855.0,7266570.0,3262006.0,92.11,48.45,107.94,1427,1221,15,12,26,33,31,43,36,19,10
2021-08-13,Minnesota,6194534.0,6892530.0,3395736.0,109.84,60.21,122.22,494,411,5,3,4,14,11,6,9,10,0
2021-08-13,Delaware,1112702.0,1372625.0,605027.0,114.27,62.13,140.96,128,112,6,1,1,3,5,2,2,3,1
2021-08-13,Iowa,3204395.0,3689835.0,1724836.0,101.56,54.67,116.95,467,347,9,5,3,8,6,15,10,9,6
2021-08-13,California,46286694.0,52354565.0,26316300.0,117.15,66.6,132.5,7216,6798,113,58,138,144,188,168,113,91,66
2021-08-13,Massachusetts,9264895.0,10166560.0,5086700.0,134.42,73.8,147.5,370,307,3,5,10,13,14,7,4,6,3
2021-08-13,Kansas,2780814.0,3388935.0,1605249.0,95.45,55.1,116.33,669,605,1,9,6,10,23,17,16,9,5
2021-08-13,Georgia,9209143.0,12268045.0,5104563.0,86.74,48.08,115.55,4612,4192,59,29,60,102,118,121,80,50,46
2021-08-13,Nevada,3061607.0,3460560.0,1714566.0,99.4,55.66,112.35,1302,1265,7,12,16,18,23,32,22,18,19
2021-08-13,South Dakota,870481.0,1021695.0,480050.0,98.4,54.26,115.49,74,64,1,1,1,2,2,6,0,1,0
2021-08-13,Alabama,3764110.0,5539910.0,2256357.0,76.77,46.02,112.99,2626,2467,48,15,29,51,80,74,72,42,34
2021-08-13,Vermont,858490.0,959920.0,467340.0,137.58,74.9,153.84,26,26,0,0,0,0,0,0,1,0,0
2021-08-13,Florida,23427389.0,28055175.0,13022776.0,109.08,60.63,130.62,16187,15632,192,120,238,310,431,471,353,283,227
2021-08-13,Tennessee,5948040.0,7106450.0,3187023.0,87.1,46.67,104.06,2270,2142,43,11,26,41,55,64,44,29,31
2021-08-13,Montana,990899.0,1163075.0,540730.0,92.71,50.59,108.82,186,174,2,2,2,1,5,4,9,3,3
2021-08-13,Virgin Islands,89189.0,95700.0,48452.0,85.2,46.29,91.42,39,39,0,0,0,0,0,0,0,2,0
2021-08-13,Missouri,5667451.0,6887415.0,3109469.0,92.34,50.66,112.22,2430,2187,47,21,23,31,62,48,46,46,41
2021-08-13,Idaho,1400886.0,1809440.0,754501.0,78.39,42.22,101.25,351,338,3,2,6,8,4,9,10,4,4
2021-08-13,Illinois,13991192.0,15881435.0,8101207.0,110.41,63.93,125.33,1745,1510,15,19,9,29,49,60,30,51,13
2021-08-13,Nebraska,1989219.0,2235100.0,1074802.0,102.83,55.56,115.54,268,245,4,2,2,5,3,5,7,4,2
2021-08-13,Arkansas,2595068.0,3301650.0,1513243.0,85.99,50.14,109.41,1427,1339,23,10,18,28,23,34,35,23,26
2021-08-13,Puerto Rico,4058183.0,4293790.0,2245543.0,127.07,70.31,134.45,397,297,21,2,5,3,5,3,8,1,5
2021-08-13,Mississippi,2277191.0,3082655.0,1278047.0,76.51,42.94,103.58,1634,1573,25,9,19,26,34,38,28,28,21
2021-08-13,Texas,28446293.0,35149375.0,15696808.0,98.1,54.13,121.22,12131,11306,221,108,215,260,298,325,226,154,120
2021-08-13,West Virginia,1495285.0,2055395.0,832076.0,83.44,46.43,114.69,344,329,7,1,6,2,6,11,8,7,7
2021-08-13,Oregon,4822151.0,5905705.0,2612166.0,114.33,61.93,140.02,815,726,8,5,7,8,11,15,17,18,10
2021-08-13,North Dakota,675213.0,766960.0,354822.0,88.6,46.56,100.64,95,65,0,1,2,1,3,0,2,3,0
2021-08-13,Maryland,7361975.0,8993960.0,4007157.0,121.77,66.28,148.77,723,514,6,6,7,7,15,20,9,8,3
2021-08-13,New York State,23512414.0,25793185.0,12638879.0,120.86,64.97,132.59,2176,1662,32,21,34,40,53,45,46,41,13
2021-08-13,Arizona,7284228.0,8859840.0,3980872.0,100.08,54.69,121.72,1699,1329,27,11,21,18,33,45,49,16,18
2021-08-13,Rhode Island,1352952.0,1589435.0,731949.0,127.71,69.09,150.04,87,76,1,0,0,1,3,0,0,1,1
2021-08-13,Wisconsin,6270681.0,6609055.0,3312948.0,107.7,56.9,113.51,680,636,2,6,8,11,25,16,14,14,3
2021-08-13,Wyoming,456647.0,542455.0,248395.0,78.9,42.92,93.73,107,99,0,1,2,6,5,3,3,2,1
2021-08-13,Ohio,11284895.0,13178055.0,5956971.0,96.54,50.96,112.74,1627,1236,29,9,25,27,52,40,36,30,14
2021-08-13,North Carolina,9975734.0,12575670.0,5552095.0,95.11,52.94,119.9,2489,2369,29,23,29,45,60,58,56,32,36
2021-08-13,Virginia,9893099.0,11122695.0,5401078.0,115.91,63.28,130.31,1064,908,16,11,23,13,31,29,27,14,10
2021-08-13,Louisiana,3836852.0,4804710.0,2122811.0,82.53,45.66,103.35,2646,2947,65,21,49,65,80,112,53,36,36
2021-08-13,Colorado,6605663.0,7400555.0,3551100.0,114.71,61.66,128.51,565,490,9,4,7,18,11,16,10,14,8
2021-08-13,New Jersey,10611715.0,12433055.0,6013213.0,119.47,67.7,139.98,820,720,1,8,8,18,28,19,22,17,5
2021-08-13,Utah,3092317.0,3489820.0,1725288.0,96.46,53.82,108.85,385,370,1,7,10,9,6,11,8,5,1
2021-08-13,Kentucky,4325135.0,4894935.0,2417736.0,96.81,54.12,109.56,1503,1367,13,12,30,41,71,74,66,24,13
2021-08-13,Connecticut,4676689.0,5076085.0,2547196.0,131.17,71.44,142.38,331,281,8,5,7,9,5,9,12,11,4
2021-08-13,Maine,1694443.0,1960300.0,935070.0,126.05,69.56,145.83,101,68,1,0,0,0,2,4,2,1,0
2021-08-13,New Mexico,2541912.0,2513595.0,1409744.0,121.23,67.23,119.88,328,318,7,4,4,4,10,14,9,8,4
2021-08-13,Pennsylvania,14895375.0,16740845.0,8596988.0,116.35,67.15,130.77,1346,1034,16,10,19,23,25,26,30,22,10
2021-08-13,South Carolina,4547435.0,5810915.0,2507946.0,88.32,48.71,112.86,1471,1435,16,16,29,23,35,53,29,29,13
2021-08-13,Alaska,707991.0,882535.0,384191.0,96.78,52.52,120.64,115,114,0,1,2,2,3,6,3,0,1
2021-08-13,New Hampshire,1615121.0,1943440.0,892051.0,118.78,65.61,142.93,64,58,0,0,1,2,1,3,0,1,1
2021-08-13,Hawaii,1740171.0,2027860.0,1026997.0,122.9,72.53,143.22,299,288,0,5,3,4,7,8,11,6,0
2021-08-14,Wisconsin,6283735.0,6620345.0,3321461.0,107.92,57.05,113.7,643,619,2,3,9,11,16,24,10,11,5
2021-08-14,Alaska,709158.0,882535.0,384971.0,96.94,52.62,120.64,116,115,1,3,1,2,3,3,3,3,3
2021-08-14,New Jersey,10630697.0,12481395.0,6025025.0,119.69,67.83,140.52,849,732,6,10,9,19,23,18,13,24,8
2021-08-14,Virginia,9922363.0,11158175.0,5418553.0,116.25,63.48,130.73,1101,951,15,7,11,21,17,33,27,17,11
2021-08-14,West Virginia,1496300.0,2088325.0,833001.0,83.49,46.48,116.53,367,343,6,2,2,11,10,11,12,5,7
2021-08-14,Iowa,3210521.0,3701905.0,1728809.0,101.76,54.79,117.33,487,369,10,3,6,6,11,17,14,5,4
2021-08-14,Texas,28577758.0,35305205.0,15776656.0,98.56,54.41,121.76,12202,11448,210,109,226,247,301,331,230,165,121
2021-08-14,North Dakota,677097.0,767100.0,355988.0,88.85,46.71,100.66,96,69,0,0,0,0,2,2,0,1,1
2021-08-14,Nevada,3070083.0,3477630.0,1719430.0,99.67,55.82,112.9,1291,1262,7,6,12,24,26,30,23,13,14
2021-08-14,Rhode Island,1355650.0,1590895.0,733491.0,127.97,69.24,150.17,91,85,0,2,1,3,2,3,1,5,14
2021-08-14,Pennsylvania,14929940.0,16901545.0,8617751.0,116.62,67.32,132.02,1412,1094,15,10,16,16,21,29,30,15,15
2021-08-14,Mississippi,2292961.0,3114405.0,1288512.0,77.04,43.29,104.65,1635,1589,22,10,22,36,36,45,25,17,20
2021-08-14,Utah,,,,,,,378,361,0,10,8,5,16,11,6,9,1
2021-08-14,Puerto Rico,4070921.0,4293790.0,2255041.0,127.47,70.61,134.45,434,340,23,2,3,2,5,7,6,4,3
2021-08-14,Montana,992942.0,1165515.0,542054.0,92.9,50.72,109.05,197,191,1,0,3,4,5,6,15,4,2
2021-08-14,Hawaii,1742463.0,2029120.0,1028653.0,123.07,72.65,143.31,315,292,0,2,5,5,5,9,7,4,2
2021-08-14,Colorado,6619248.0,7408845.0,3558864.0,114.94,61.8,128.65,600,516,10,11,15,10,23,17,14,7,4
2021-08-14,Georgia,9209838.0,12292545.0,5105798.0,86.74,48.09,115.78,4788,4366,65,24,63,107,130,122,74,51,57
2021-08-14,Illinois,14039870.0,15906245.0,8119173.0,110.8,64.07,125.52,1807,1568,19,15,26,39,57,52,44,45,11
2021-08-14,Washington,9195436.0,9993825.0,4992568.0,120.76,65.56,131.24,1238,1060,11,7,12,17,24,19,20,12,35
2021-08-14,Indiana,6213287.0,7285490.0,3269213.0,92.29,48.56,108.22,1317,1141,11,17,19,28,32,29,27,20,12
2021-08-14,Oregon,4830859.0,5945805.0,2617909.0,114.54,62.07,140.97,823,715,10,1,11,14,16,18,10,7,8
2021-08-14,Massachusetts,9277892.0,10173240.0,5094960.0,134.61,73.92,147.6,396,328,4,3,6,8,6,12,6,6,3
2021-08-14,Maryland,7374832.0,9014850.0,4014946.0,121.99,66.41,149.11,739,548,7,11,11,13,18,6,18,9,4
2021-08-14,Vermont,859352.0,960340.0,467886.0,137.72,74.98,153.9,27,27,0,0,1,0,1,1,3,1,0
2021-08-14,Alabama,3769434.0,5554810.0,2260327.0,76.88,46.1,113.29,2628,2470,43,19,36,51,75,60,63,30,34
2021-08-14,North Carolina,10015155.0,12618040.0,5578732.0,95.49,53.19,120.31,2557,2431,33,15,38,46,59,56,62,35,36
2021-08-14,New Mexico,2542247.0,2520375.0,1410127.0,121.24,67.25,120.2,365,343,8,0,9,11,7,5,12,2,2
2021-08-14,Maine,1697659.0,1961760.0,937015.0,126.29,69.71,145.94,104,68,2,0,0,1,1,2,5,0,1
2021-08-14,Idaho,1404134.0,1817110.0,756750.0,78.57,42.35,101.68,347,335,2,4,1,7,5,11,8,2,3
2021-08-14,South Carolina,4565307.0,5826975.0,2520157.0,88.67,48.95,113.17,1523,1487,19,11,27,30,47,45,40,20,19
2021-08-14,Arizona,7308847.0,8868770.0,3992849.0,100.41,54.86,121.85,1730,1393,19,10,34,20,45,44,29,18,28
2021-08-14,Minnesota,6206189.0,6900160.0,3403515.0,110.05,60.35,122.35,495,401,6,4,8,7,9,12,12,8,5
2021-08-14,South Dakota,872212.0,1024135.0,481229.0,98.59,54.4,115.77,83,73,1,1,1,3,8,7,1,0,0
2021-08-14,Florida,23521841.0,28155645.0,13083104.0,109.52,60.91,131.09,16092,15634,179,113,215,281,407,431,333,292,221
2021-08-14,Wyoming,456796.0,545675.0,248544.0,78.93,42.94,94.28,117,106,0,1,2,4,3,6,11,1,4
2021-08-14,California,46378183.0,52591445.0,26371608.0,117.38,66.74,133.1,7364,6915,117,71,150,168,215,175,116,91,82
2021-08-14,New York State,23561203.0,25853225.0,12668998.0,121.12,65.12,132.9,2119,1675,34,17,33,37,46,56,43,42,18
2021-08-14,Michigan,9959554.0,12324690.0,5408284.0,99.73,54.15,123.41,866,771,10,7,7,12,21,23,15,12,7
2021-08-14,Arkansas,2609173.0,3348790.0,1521476.0,86.46,50.42,110.97,1414,1334,21,17,22,22,43,42,30,22,29
2021-08-14,Kentucky,4339316.0,4910145.0,2427372.0,97.13,54.33,109.9,1515,1368,12,10,13,41,61,59,54,15,12
2021-08-14,Kansas,2789887.0,3391935.0,1611245.0,95.76,55.31,116.43,647,598,2,3,9,11,23,16,17,11,12
2021-08-14,Nebraska,1994310.0,2241940.0,1077904.0,103.1,55.72,115.9,272,257,2,1,3,3,2,4,6,7,1
2021-08-14,Connecticut,4686507.0,5083345.0,2553252.0,131.45,71.61,142.58,335,286,6,3,2,2,10,5,6,12,2
2021-08-14,Delaware,1115629.0,1381315.0,606818.0,114.57,62.32,141.85,165,135,7,3,2,2,4,1,3,2,0
2021-08-14,New Hampshire,1617808.0,1950350.0,893628.0,118.98,65.72,143.44,93,71,1,1,1,0,1,3,1,0,1
2021-08-14,Tennessee,5971286.0,7147290.0,3201493.0,87.44,46.88,104.66,2290,2180,42,14,31,42,42,44,56,27,38
2021-08-14,Louisiana,3890404.0,4819710.0,2156277.0,83.69,46.38,103.68,2682,2948,62,23,50,65,91,74,76,33,42
2021-08-14,Ohio,11311690.0,13297215.0,5973630.0,96.77,51.1,113.76,1785,1326,20,7,15,33,34,38,41,35,15
2021-08-14,Virgin Islands,89771.0,98400.0,48757.0,85.76,46.58,94.0,38,38,0,0,0,0,0,0,0,0,0
2021-08-14,Oklahoma,3602786.0,4371800.0,1996864.0,91.05,50.46,110.48,1502,1399,56,10,29,48,74,50,47,25,17
2021-08-14,Missouri,5707897.0,6895345.0,3130445.0,93.0,51.01,112.35,2429,2167,43,15,26,38,34,57,47,37,40
2021-08-15,Georgia,9210328.0,12292995.0,5106743.0,86.75,48.1,115.78,4940,4494,62,29,52,79,101,87,72,52,55
2021-08-15,Kentucky,4350464.0,4910595.0,2434586.0,97.38,54.49,109.91,1579,1413,13,14,25,38,54,67,43,17,17
2021-08-15,Colorado,6629016.0,7408845.0,3564363.0,115.11,61.89,128.65,646,550,10,8,14,14,23,17,16,20,4
2021-08-15,Maine,1697679.0,1961760.0,937060.0,126.3,69.71,145.94,105,81,2,1,1,1,3,4,2,4,1
2021-08-15,Indiana,6224821.0,7285390.0,3275785.0,92.46,48.66,108.22,1492,1261,12,9,28,24,38,44,39,30,8
2021-08-15,Alabama,3792348.0,5554810.0,2275050.0,77.34,46.4,113.29,2721,2569,47,25,36,59,72,66,51,31,43
2021-08-15,Puerto Rico,4081296.0,4293790.0,2262041.0,127.79,70.83,134.45,425,364,20,3,1,9,2,8,3,1,7
2021-08-15,Idaho,1407457.0,1819360.0,759060.0,78.76,42.48,101.81,361,353,3,1,4,9,7,13,8,5,4
2021-08-15,New Mexico,2542728.0,2521275.0,1410559.0,121.27,67.27,120.24,345,326,10,1,7,9,9,12,4,5,1
2021-08-15,Alaska,709232.0,882985.0,385053.0,96.95,52.64,120.7,130,127,2,2,3,1,4,1,3,0,1
2021-08-15,Pennsylvania,14957548.0,16902445.0,8634046.0,116.84,67.44,132.03,1381,1081,22,6,10,13,29,23,29,14,9
2021-08-15,Rhode Island,1355713.0,1592245.0,733568.0,127.97,69.25,150.3,86,84,0,1,2,3,2,2,4,7,1
2021-08-15,Connecticut,4693787.0,5084695.0,2557518.0,131.65,71.73,142.62,320,283,6,0,3,1,5,4,5,8,2
2021-08-15,New Hampshire,1619487.0,1950350.0,894627.0,119.11,65.8,143.44,90,71,0,0,1,2,2,2,3,0,0
2021-08-15,Delaware,1115654.0,1381315.0,606921.0,114.57,62.33,141.85,150,121,8,1,1,4,3,2,2,2,1
2021-08-15,New Jersey,10650221.0,12481845.0,6036523.0,119.91,67.96,140.53,916,788,9,9,12,15,23,18,22,16,9
2021-08-15,Oklahoma,3615884.0,4371800.0,2004960.0,91.38,50.67,110.48,1507,1428,55,12,26,35,60,50,50,24,22
2021-08-15,Mississippi,2293055.0,3114405.0,1288839.0,77.05,43.31,104.65,1663,1616,22,10,19,26,26,31,20,15,20
2021-08-15,Oregon,4830886.0,5946255.0,2618070.0,114.54,62.07,140.98,810,709,10,3,9,11,11,12,9,1,10
2021-08-15,Tennessee,5991013.0,7147290.0,3213618.0,87.73,47.06,104.66,2378,2244,46,16,20,41,31,38,28,12,32
2021-08-15,Iowa,3210527.0,3702355.0,1728883.0,101.76,54.8,117.35,484,386,7,4,3,10,11,9,8,12,3
2021-08-15,Ohio,11329969.0,13299465.0,5984303.0,96.93,51.2,113.78,1785,1341,19,9,14,25,44,38,34,34,17
2021-08-15,Florida,23606283.0,28156095.0,13134345.0,109.91,61.15,131.09,16438,15985,185,102,203,266,383,400,308,263,231
2021-08-15,North Carolina,10029789.0,12617760.0,5587386.0,95.63,53.27,120.31,2603,2456,31,18,22,43,63,65,50,33,27
2021-08-15,Nebraska,1994341.0,2241940.0,1077949.0,103.1,55.73,115.9,274,257,4,3,1,2,5,5,6,6,2
2021-08-15,Missouri,5721638.0,6895795.0,3137231.0,93.23,51.12,112.36,2364,2139,46,8,23,30,44,51,52,31,34
2021-08-15,Michigan,9971999.0,12324830.0,5415561.0,99.85,54.23,123.41,876,781,12,6,7,11,24,23,13,16,8
2021-08-15,North Dakota,678556.0,767100.0,356892.0,89.04,46.83,100.66,97,68,1,3,2,0,1,3,2,0,1
2021-08-15,Maryland,7382630.0,9014710.0,4019328.0,122.11,66.48,149.11,782,577,5,12,12,13,31,16,8,9,3
2021-08-15,California,46466637.0,52593245.0,26425744.0,117.6,66.88,133.11,7640,7176,113,60,123,136,161,154,100,99,64
2021-08-15,South Dakota,872832.0,1025035.0,481577.0,98.66,54.44,115.87,86,79,1,0,1,0,2,0,0,0,0
2021-08-15,Arkansas,2623952.0,3348790.0,1529378.0,86.95,50.68,110.97,1437,1350,22,13,17,18,19,31,27,15,32
2021-08-15,Minnesota,6206265.0,6900160.0,3403706.0,110.05,60.35,122.35,496,416,4,6,4,8,7,12,6,9,2
2021-08-15,Washington,9214579.0,9994275.0,5004272.0,121.01,65.72,131.25,1291,1115,21,6,13,16,22,20,20,15,18
2021-08-15,New York State,23595998.0,25853125.0,12690312.0,121.29,65.23,132.9,2209,1722,35,20,23,36,34,38,26,33,15
2021-08-15,South Carolina,4580571.0,5826975.0,2530472.0,88.97,49.15,113.17,1637,1596,17,8,21,40,49,42,49,34,29
2021-08-15,Louisiana,3890510.0,4819850.0,2156435.0,83.69,46.39,103.68,2709,2968,62,21,46,38,68,75,63,21,42
2021-08-15,Arizona,7323382.0,8881820.0,4001959.0,100.61,54.98,122.02,1795,1462,20,8,30,23,32,44,37,16,17
2021-08-15,West Virginia,1496486.0,2088325.0,833229.0,83.5,46.49,116.53,391,357,5,5,3,9,6,14,16,9,3
2021-08-15,Wyoming,456986.0,545675.0,248696.0,78.96,42.97,94.28,118,108,0,1,0,4,5,11,3,0,0
2021-08-15,Kansas,2798136.0,3391935.0,1616126.0,96.05,55.47,116.43,652,606,1,6,6,13,13,17,12,9,7
2021-08-15,Texas,28671337.0,35306135.0,15834329.0,98.88,54.61,121.76,12381,11702,182,110,189,243,282,252,199,120,149
2021-08-15,Illinois,14084250.0,15906245.0,8141918.0,111.15,64.25,125.52,1881,1631,24,11,24,26,52,48,38,37,5
2021-08-15,Virgin Islands,89771.0,98400.0,48759.0,85.76,46.58,94.0,38,38,0,0,0,0,0,0,0,0,0
2021-08-15,Montana,993113.0,1165965.0,542173.0,92.92,50.73,109.09,194,190,0,3,6,2,4,4,9,5,1
2021-08-15,Virginia,9922979.0,11158625.0,5419318.0,116.26,63.49,130.73,1140,974,13,9,11,16,22,26,17,13,10
2021-08-15,Vermont,860263.0,960340.0,468394.0,137.87,75.06,153.9,25,26,0,0,0,0,0,1,0,1,0
2021-08-15,Wisconsin,6284010.0,6631145.0,3321738.0,107.93,57.05,113.89,654,629,1,6,6,14,20,23,20,12,1
2021-08-15,Hawaii,1744877.0,2029120.0,1030280.0,123.24,72.77,143.31,318,293,0,3,1,6,10,7,7,7,4
2021-08-15,Nevada,3076968.0,3477630.0,1723546.0,99.9,55.96,112.9,1273,1241,7,7,12,17,26,29,22,10,21
2021-08-15,Massachusetts,9277928.0,10173240.0,5095245.0,134.61,73.92,147.6,416,342,5,1,6,7,11,15,8,11,2
2021-08-15,Utah,,,,,,,380,364,1,8,7,13,9,7,8,4,1
2021-08-16,Colorado,6635972.0,7408845.0,3568136.0,115.23,61.96,128.65,639,555,9,8,13,12,17,24,22,12,2
2021-08-16,New York State,23640655.0,25853125.0,12716352.0,121.52,65.37,132.9,2253,1765,36,22,30,31,40,40,43,33,15
2021-08-16,Massachusetts,9296888.0,10173240.0,5106148.0,134.88,74.08,147.6,381,341,6,6,6,8,9,11,6,7,2
2021-08-16,Arkansas,2630531.0,3348650.0,1532747.0,87.17,50.79,110.96,1440,1383,18,9,13,24,29,30,24,16,13
2021-08-16,Georgia,,,,,,,5036,4578,75,32,66,98,112,96,86,37,53
2021-08-16,Connecticut,4700511.0,5084695.0,2561549.0,131.84,71.85,142.62,355,318,4,3,8,3,9,4,8,6,2
2021-08-16,Hawaii,1745661.0,2029120.0,1030914.0,123.29,72.81,143.31,341,316,2,0,2,5,5,5,11,6,1
2021-08-16,Texas,28731472.0,35306415.0,15870912.0,99.09,54.74,121.76,12904,12172,199,105,197,255,255,277,216,118,150
2021-08-16,California,46585588.0,52593385.0,26496378.0,117.9,67.06,133.11,7852,7387,109,64,122,148,170,156,116,92,59
2021-08-16,Nebraska,2002335.0,2241940.0,1082640.0,103.51,55.97,115.9,291,275,3,1,4,7,6,5,4,4,3
2021-08-16,Montana,993153.0,1165965.0,542242.0,92.92,50.73,109.09,213,205,0,5,3,6,8,9,9,3,3
2021-08-16,Florida,23676657.0,28156095.0,13174939.0,110.24,61.34,131.09,16827,16331,197,96,187,268,416,444,332,269,251
2021-08-16,Virginia,9958716.0,11158625.0,5439548.0,116.67,63.73,130.73,1159,1020,12,7,12,21,18,20,23,18,19
2021-08-16,Iowa,3210561.0,3702355.0,1729141.0,101.76,54.81,117.35,486,403,7,3,5,10,9,10,13,11,3
2021-08-16,North Dakota,678889.0,767100.0,357175.0,89.09,46.87,100.66,106,77,1,2,3,1,3,2,2,0,3
2021-08-16,West Virginia,1496620.0,2088325.0,833507.0,83.51,46.51,116.53,409,380,5,2,6,6,15,11,9,8,4
2021-08-16,Virgin Islands,89778.0,98400.0,48765.0,85.76,46.58,94.0,36,36,0,0,0,0,0,0,1,0,0
2021-08-16,Idaho,1409809.0,1819360.0,760732.0,78.89,42.57,101.81,382,378,3,4,3,8,11,7,11,13,4
2021-08-16,Puerto Rico,4088159.0,4293790.0,2267166.0,128.01,70.99,134.45,442,373,17,6,2,3,7,6,2,1,10
2021-08-16,South Carolina,4594435.0,5826975.0,2539624.0,89.23,49.33,113.17,1726,1683,14,12,27,30,38,49,31,33,21
2021-08-16,Illinois,14140656.0,15906245.0,8157228.0,111.59,64.37,125.52,1943,1712,18,14,18,25,48,44,31,31,16
2021-08-16,Louisiana,3926754.0,4819850.0,2178023.0,84.47,46.85,103.68,2757,3050,57,22,38,42,78,66,60,29,34
2021-08-16,Alaska,711092.0,882985.0,386179.0,97.2,52.79,120.7,130,127,2,2,3,0,4,4,2,0,7
2021-08-16,Pennsylvania,14958601.0,16902585.0,8635415.0,116.85,67.45,132.03,1425,1142,22,9,22,10,31,24,28,24,8
2021-08-16,Arizona,7339062.0,8881820.0,4010968.0,100.83,55.11,122.02,1801,1483,21,7,21,32,38,47,27,19,8
2021-08-16,Oregon,4830925.0,5946255.0,2618259.0,114.54,62.08,140.98,837,751,10,6,5,7,16,19,15,12,6
2021-08-16,Nevada,3086881.0,3477630.0,1728694.0,100.22,56.12,112.9,1284,1265,7,7,19,14,21,34,15,7,21
2021-08-16,Wisconsin,6300487.0,6631145.0,3331651.0,108.21,57.22,113.89,730,697,2,4,10,16,18,25,9,19,7
2021-08-16,Maryland,7390435.0,9014710.0,4023832.0,122.24,66.56,149.11,791,604,7,9,10,12,14,6,13,6,4
2021-08-16,Indiana,6234871.0,7285490.0,3281214.0,92.61,48.74,108.22,1497,1273,18,11,22,24,29,45,32,29,10
2021-08-16,Michigan,9980408.0,12324830.0,5420514.0,99.94,54.28,123.41,927,817,12,3,13,12,19,20,27,7,10
2021-08-16,South Dakota,873082.0,1025035.0,481806.0,98.69,54.46,115.87,94,84,1,1,1,2,2,6,0,3,0
2021-08-16,Vermont,861072.0,960340.0,468870.0,137.99,75.14,153.9,28,28,0,0,0,0,1,1,1,0,0
